token	idf
dorn	2.51321760
toute	0.98173868
sarix	2.51321760
accord	1.28276868
essentielle	2.51321760
amérique	1.51321760
fiabilité	2.03609635
militaires	1.55897509
destinés	1.43403635
flux	1.51321760
thermique	1.73506635
schneider	2.21218760
basée	1.15148976
fonctionner	1.61012761
formidable	1.73506635
choisi	1.55897509
bruit	1.73506635
obscurité	2.51321760
ulis	2.51321760
visualiser	1.55897509
fournisseur	2.51321760
totale	1.55897509
thermographie	2.51321760
voroize	2.51321760
fournir	1.61012761
vient	0.70703763
puissante	2.03609635
brouillard	2.51321760
thermiques	1.66811956
fumée	2.21218760
contrat	1.55897509
fabrique	1.73506635
microbolomètres	2.51321760
sensibilité	1.91115761
imageries	2.51321760
electric	2.03609635
solaire	1.61012761
veurey	2.51321760
combinaison	2.03609635
sofradir	2.21218760
pluie	2.03609635
vidéosurveillance	2.51321760
pelco	2.51321760
générateur	2.21218760
constitué	1.28276868
moteur	1.39927425
futures	1.81424760
autonome	1.61012761
combustible	1.61012761
entraînant	1.81424760
utilise	1.51321760
pile	2.03609635
alimente	1.81424760
essais	1.47182491
recueillies	2.21218760
appareil	1.51321760
piles	2.21218760
train	1.36708956
propriétaire	2.03609635
dlr	2.51321760
a320	2.51321760
construit	1.55897509
airbus	1.66811956
allemand	1.73506635
hambourg	2.21218760
testée	2.21218760
démonstrateur	2.03609635
intégrée	1.73506635
fonctionnalités	2.51321760
opérations	1.51321760
roulage	2.21218760
roues	2.51321760
détaillées	2.51321760
rouler	2.51321760
allez	1.51321760
titulaire	2.51321760
agroalimentaires	2.51321760
lâche	1.23446400
fond	1.51321760
arrêter	2.03609635
nutriment	2.21218760
toile	2.51321760
roquette	2.03609635
familiale	2.21218760
professeur	0.98173868
andré	2.21218760
prouvés	2.51321760
affecte	2.21218760
cognition	2.51321760
tard	1.23446400
cholestérol	2.21218760
compléments	1.91115761
oséo	1.66811956
senoble	2.21218760
pathologie	1.61012761
porte	1.33712634
amélioration	1.30909762
axés	2.21218760
complément	1.91115761
perdre	1.91115761
médication	2.21218760
allégations	2.51321760
financé	1.23446400
biotech	2.21218760
objective	2.21218760
stratégie	1.11527759
implication	1.73506635
serons	2.51321760
poursuivons	2.51321760
chaire	1.51321760
ostéo	2.51321760
limite	1.51321760
clinique	1.36708956
campus	1.36708956
guérir	2.51321760
confiance	2.21218760
locales	1.51321760
définissant	2.51321760
chu	1.55897509
imperturbable	2.51321760
complété	2.51321760
remontons	2.51321760
cliniques	1.66811956
lutter	1.51321760
construction	1.23446400
esc	2.21218760
merck	2.03609635
symboliquement	2.21218760
évaluations	2.21218760
fui	1.43403635
neurodégénératives	1.73506635
bali	2.21218760
cen	1.91115761
régime	1.91115761
contre	1.17079492
posé	1.73506635
autrefois	2.03609635
opérationnel	1.51321760
douleurs	2.51321760
allaert	2.51321760
alzheimer	1.55897509
rendue	1.66811956
plate	1.43403635
dirigé	1.81424760
interministériel	1.47182491
réalisation	1.28276868
tester	1.21218760
permettra	1.03609635
nutritionnelle	1.73506635
social	1.51321760
mourait	2.51321760
marqueurs	1.81424760
oms	2.03609635
savons	1.91115761
relevons	2.51321760
contrats	1.55897509
psychologique	2.03609635
axées	2.51321760
compléter	2.21218760
préliminaire	2.51321760
chemin	1.81424760
collectivités	1.66811956
suivante	1.66811956
lombalgies	2.51321760
pré	1.55897509
stress	1.66811956
dijonnais	1.47182491
courantes	2.51321760
réalisions	2.51321760
volontaires	2.03609635
fondant	2.21218760
danone	2.03609635
articulaires	2.51321760
organisation	1.25794509
induit	2.03609635
statines	2.51321760
vieillissement	1.43403635
financements	1.61012761
santé	0.80564742
pathologies	1.51321760
sains	2.51321760
ébauché	2.51321760
corrélations	2.51321760
pleinement	1.30909762
bénéfices	2.03609635
créateur	1.73506635
seb	1.61012761
biologiques	1.43403635
medicen	2.03609635
prestations	2.03609635
financement	1.15148976
up	1.15148976
biocitech	2.21218760
substances	1.73506635
insatisfaits	2.51321760
prévention	1.51321760
sarcob	2.21218760
accélérée	2.21218760
piloté	1.55897509
research	1.51321760
biophytis	2.21218760
dédié	1.28276868
renommée	1.91115761
sarcopénique	2.21218760
parc	1.73506635
hébergée	1.91115761
stanislas	2.21218760
force	1.30909762
ravis	2.51321760
interdisciplinaires	2.03609635
curie	1.47182491
veillet	2.21218760
mobilité	1.73506635
réalise	1.55897509
âgée	2.03609635
cardiométabolisme	2.51321760
million	1.47182491
parisien	2.51321760
nutrition	1.25794509
traiter	1.39927425
metabrain	2.21218760
âgées	1.51321760
handicapante	2.51321760
obésité	1.91115761
obèses	2.51321760
musculaire	2.03609635
prévenir	1.91115761
touche	1.55897509
perte	1.55897509
subvention	2.21218760
myologie	2.21218760
montant	1.55897509
masse	1.61012761
marie	1.43403635
biosipe	2.51321760
18	1.19099831
installées	1.81424760
fondateur	1.39927425
thaliana	2.51321760
responsable	1.08185384
biotechnologiques	2.51321760
constituants	2.21218760
nombreuses	0.99470366
tube	2.03609635
entière	2.21218760
caractériser	1.66811956
feuilles	1.81424760
dsv	2.51321760
organique	1.81424760
quantités	1.73506635
chloroplastes	2.51321760
déterminant	2.03609635
germination	2.51321760
codant	1.91115761
irtsv	2.51321760
sonde	1.91115761
réactions	1.91115761
mgdg	2.51321760
jeu	1.61012761
petites	1.36708956
méthode	1.36708956
membranes	1.81424760
fixant	2.51321760
effectue	2.21218760
galvestine	2.51321760
lipides	1.73506635
variables	2.03609635
galactolipides	2.51321760
coup	1.51321760
inhibe	2.21218760
synthétisée	2.21218760
végétal	1.61012761
métabolisme	1.81424760
suffit	1.47182491
dernière	1.15148976
fine	1.61012761
pollinique	2.51321760
arabidopsis	2.51321760
24	1.25794509
physiologie	1.61012761
lpcv	2.51321760
subcellulaire	2.51321760
couramment	2.21218760
collection	1.73506635
stade	1.81424760
photosynthétiques	2.51321760
herbicides	2.51321760
synthase	2.51321760
étudier	1.17079492
mgd1	2.51321760
liaison	2.21218760
qualités	1.55897509
optimisées	2.21218760
genèse	2.51321760
capture	1.91115761
agir	1.81424760
pollen	2.21218760
mgd	2.51321760
organiques	1.61012761
897	2.51321760
semaines	1.47182491
examens	2.21218760
crâniens	2.51321760
scanner	2.21218760
seuls	1.43403635
environnent	2.51321760
examen	2.51321760
indicateur	2.03609635
urgences	2.51321760
docteur	1.66811956
traumatisés	2.51321760
circulation	1.73506635
performant	1.73506635
appelée	2.21218760
gayon	2.51321760
légers	2.03609635
prélevé	2.51321760
lésion	2.03609635
risque	1.15148976
hémorragies	2.51321760
négatif	2.03609635
avaient	1.19099831
services	1.11527759
emmanuel	2.21218760
signifie	1.91115761
bénins	2.51321760
nécessitant	1.55897509
sanguine	2.51321760
traumatismes	2.21218760
handicap	1.91115761
soins	1.81424760
produisent	1.81424760
coordonnée	1.91115761
astrocytes	2.51321760
coûte	2.21218760
complications	2.21218760
victimes	1.91115761
sanguin	2.51321760
ribereau	2.51321760
sang	1.73506635
confirmer	1.73506635
toutefois	1.73506635
évalué	2.51321760
choc	2.21218760
lorsqu'	1.66811956
passé	1.36708956
aucun	1.43403635
100b	2.51321760
cérébral	2.03609635
crânien	2.51321760
présentaient	2.21218760
hospitalier	1.81424760
pratiquer	2.21218760
hôpitaux	1.43403635
coûteuse	2.21218760
quotidienne	1.91115761
lagarde	2.21218760
constater	1.73506635
gravité	1.91115761
complication	2.51321760
publique	1.17079492
sévère	1.73506635
bordelais	2.03609635
onéreux	2.51321760
adultes	2.03609635
doser	2.51321760
régis	2.51321760
292	2.21218760
routine	2.51321760
traumatisme	2.51321760
cérébrales	2.21218760
pertinence	2.03609635
segalen	2.21218760
utilier	2.51321760
courante	1.91115761
léger	1.91115761
connus	1.81424760
rassurer	2.21218760
présentant	1.55897509
vecteur	2.51321760
obtenues	1.66811956
transplanté	2.51321760
pancréatiques	2.21218760
pancréatique	2.51321760
différenciation	2.21218760
signalisation	2.03609635
ravassard	2.51321760
com	2.03609635
greffées	2.21218760
trentaine	1.33712634
fragment	2.21218760
sélectif	2.21218760
secrets	2.21218760
thérapeutiques	1.61012761
taux	1.73506635
reproduire	1.81424760
investigation	2.51321760
amplifiées	2.51321760
respectivement	2.21218760
immortalisant	2.51321760
proches	1.73506635
humaines	1.21218760
épinière	2.51321760
clinical	2.51321760
foetal	2.51321760
productrice	2.51321760
touchent	2.21218760
moelle	2.21218760
amplification	1.91115761
bulletins	2.21218760
diabétique	2.21218760
outre	1.00806762
perturbation	2.51321760
attendues	1.91115761
umpc	2.51321760
pancréas	2.51321760
electroniques	2.21218760
représentent	1.25794509
viral	2.51321760
multiplier	1.91115761
dissociée	2.51321760
productrices	2.51321760
humaine	1.30909762
matures	2.51321760
journal	1.91115761
glycémie	2.51321760
transférer	1.55897509
promoteur	2.51321760
scid	2.51321760
http	1.91115761
immunodéficiente	2.51321760
silxw	2.51321760
scharfmann	2.51321760
îlots	2.51321760
diabète	2.03609635
organisées	1.91115761
tissus	1.81424760
moléculaires	1.61012761
restauré	2.51321760
adn	1.81424760
spécificité	2.21218760
redirectix	2.51321760
fonctionnelles	1.91115761
adulte	2.51321760
définition	2.03609635
souris	1.61012761
comprenant	2.03609635
endocells	2.51321760
exprimer	2.51321760
glucagon	2.51321760
entier	1.28276868
disponible	1.61012761
lignées	2.51321760
hasard	1.91115761
formée	2.03609635
845	2.51321760
stables	2.21218760
efficacité	1.28276868
diabètes	2.21218760
avantage	1.81424760
langerhans	2.51321760
libération	2.21218760
insuline	2.21218760
destruction	2.03609635
acteur	1.66811956
of	1.11527759
mourir	2.51321760
générées	2.21218760
url	2.51321760
philippe	1.39927425
hormones	2.51321760
bêta	1.81424760
alpha	2.03609635
retirée	2.51321760
endocrine	2.21218760
raphael	2.51321760
composée	1.55897509
stratégies	1.55897509
adaptations	2.51321760
2004	1.61012761
thèmes	1.73506635
informer	1.81424760
abordés	1.81424760
décideurs	1.73506635
professionnels	1.23446400
synergie	2.03609635
privé	1.81424760
communautés	1.81424760
dialoguent	2.51321760
forum	1.39927425
tient	1.30909762
journalistes	2.51321760
échangent	2.51321760
associer	1.51321760
plans	2.03609635
octobre	0.94501588
élus	2.21218760
sensibiliser	1.91115761
european	1.36708956
débattu	2.51321760
option	2.03609635
agriculteurs	2.21218760
duquel	1.30909762
4ème	1.61012761
elo	2.51321760
mars	1.08185384
futur	1.17079492
landowner'	2.51321760
saf	2.51321760
bruxelles	2.03609635
perspective	1.91115761
débats	1.51321760
syngenta	2.51321760
feront	2.03609635
organization	2.51321760
apporté	1.91115761
fameuse	1.91115761
relations	1.61012761
plaisir	1.55897509
immunologiste	2.51321760
infections	1.91115761
simplement	1.55897509
eu	1.39927425
adjuvants	2.51321760
baptisés	2.51321760
intelligent	1.91115761
décerner	2.51321760
bloquer	2.21218760
rappelé	1.66811956
délaissé	2.03609635
like	2.51321760
voulions	2.51321760
axe	1.51321760
événement	1.00806762
connaît	1.39927425
décide	1.66811956
disdier	2.51321760
drosophile	2.51321760
prestigieux	1.66811956
inné	2.51321760
décembre	1.06605957
immunité	2.21218760
immunitaires	2.21218760
débute	2.21218760
étudiant	1.61012761
prestigieuse	1.73506635
choix	1.28276868
entrevoir	1.91115761
arrive	2.03609635
connaissance	1.36708956
compagnie	1.66811956
entamer	2.03609635
jules	1.73506635
médias	1.73506635
insecticides	2.51321760
prendra	2.03609635
injustifiées	2.51321760
allait	1.39927425
1954	2.51321760
bombe	2.51321760
coupée	2.21218760
décernée	2.51321760
champignons	1.81424760
préférant	2.21218760
organes	1.73506635
familles	2.03609635
figurent	2.51321760
mammifère	2.51321760
annonce	1.43403635
part	0.99470366
hors	1.91115761
consacrer	2.21218760
bruno	1.66811956
keyo	2.51321760
insectes	1.81424760
campagne	1.73506635
élection	2.21218760
joie	2.21218760
facile	1.51321760
ami	2.03609635
provoquer	2.51321760
découvrent	2.51321760
empêcher	2.03609635
agressions	2.21218760
muter	2.51321760
lauréat	1.43403635
fierté	1.66811956
22	1.55897509
insecte	2.51321760
anti	1.55897509
extérieures	2.03609635
criquet	2.51321760
reçu	1.28276868
récepteur	1.91115761
existait	1.55897509
récepteurs	1.61012761
shaw	2.51321760
secrétaire	2.21218760
déclenche	2.51321760
médicales	2.21218760
lycée	1.91115761
défendent	2.51321760
apparaissait	2.21218760
migrateur	2.21218760
aperçu	2.03609635
répertorier	2.51321760
toll	2.51321760
opposé	2.51321760
inattendu	2.21218760
permettraient	2.51321760
adolescent	2.51321760
père	1.91115761
succession	2.21218760
hoffmann	2.51321760
laissent	2.21218760
argent	1.81424760
neutraliser	2.51321760
transplantait	2.51321760
gentleman	2.51321760
1978	2.51321760
tlrs	2.51321760
recul	2.03609635
bertrand	2.51321760
paraître	2.03609635
agresseur	2.51321760
élégance	2.51321760
élégant	2.51321760
mammifères	2.51321760
personnage	2.21218760
logique	1.73506635
joël	2.51321760
stimulant	2.03609635
reconnaît	1.43403635
immunologie	2.21218760
immunes	2.51321760
reconnu	1.66811956
ventral	2.51321760
défendre	2.21218760
innée	2.51321760
endocrinologie	2.21218760
intéresser	1.25794509
jouait	2.51321760
décerne	2.51321760
pascal	1.81424760
car	1.17079492
remise	1.73506635
mouche	2.51321760
1996	2.21218760
déclaré	1.51321760
révolutionner	2.03609635
perpétuel	2.51321760
reichhart	2.51321760
dorso	2.51321760
suivant	1.73506635
présidence	1.91115761
tour	1.30909762
immense	1.51321760
joly	2.21218760
excellente	2.21218760
souligné	1.61012761
défenses	2.03609635
suivaient	2.51321760
rétrospectivement	2.51321760
allergies	1.91115761
académie	1.43403635
souffler	2.21218760
combattre	2.51321760
quinze	2.03609635
vaccins	1.91115761
gairdner	2.51321760
bonne	1.30909762
piquer	2.51321760
infecter	2.51321760
cell	2.51321760
souvient	1.91115761
appliquée	1.66811956
comité	1.66811956
immunitaire	1.81424760
austère	2.21218760
biologiste	2.03609635
dû	1.47182491
strasbourgeois	2.51321760
critiques	1.66811956
conduire	1.21218760
adaptative	2.21218760
lemaître	2.51321760
consister	2.21218760
luxembourgeoise	2.51321760
photothèque	1.73506635
chaleureux	2.51321760
partagée	2.51321760
rencontrés	2.51321760
excellence	1.36708956
convivial	2.51321760
annonçait	2.51321760
discipline	1.55897509
courait	2.51321760
regretter	2.51321760
mouches	2.51321760
bach	2.51321760
antimicrobiens	2.51321760
pionnier	1.91115761
attribution	2.51321760
inhibiteurs	2.51321760
heureux	2.51321760
déclencher	2.03609635
abandonner	2.21218760
alarme	2.03609635
receptors	2.51321760
défend	2.51321760
appris	1.81424760
cru	2.03609635
frontières	1.73506635
fonctionne	1.66811956
course	1.61012761
editions	1.66811956
disposons	1.66811956
célèbre	1.66811956
marqué	2.03609635
merveilles	2.21218760
lancent	2.51321760
philosophie	2.03609635
mouiller	2.51321760
eyrolles	2.51321760
lire	1.61012761
porteur	2.03609635
répondre	0.95691510
dérange	2.51321760
darwin	2.51321760
épisode	2.51321760
erreur	2.03609635
interroge	1.91115761
hésite	1.81424760
échappez	2.51321760
couler	2.51321760
étrange	2.51321760
tendre	2.51321760
expose	2.03609635
google	2.03609635
agisse	1.66811956
méchante	2.51321760
réagissent	2.21218760
singes	2.21218760
propos	1.51321760
forte	1.30909762
dérangeant	2.51321760
exige	1.81424760
rappeler	1.33712634
paléoanthropologue	2.51321760
effrénée	2.51321760
cohérente	2.21218760
difficultés	1.51321760
sélectionne	2.51321760
existent	1.73506635
note	1.55897509
commençant	2.21218760
lewis	2.51321760
mettent	1.73506635
zoologique	2.51321760
darwinienne	2.51321760
adaptent	2.21218760
forces	2.03609635
ajoutant	2.21218760
encre	2.21218760
capte	2.21218760
conséquence	2.03609635
picq	2.21218760
structurés	2.21218760
entité	2.51321760
courons	2.51321760
origines	2.03609635
gentille	2.51321760
auteur	1.81424760
décrit	2.03609635
regroupant	1.66811956
ose	2.51321760
évoluton	2.51321760
collège	1.91115761
deuxième	1.43403635
1859	2.51321760
théorie	1.73506635
spécialiste	1.66811956
vivons	2.51321760
miroir	2.51321760
sélection	1.81424760
carroll	2.51321760
baptiste	2.21218760
publient	2.03609635
lamarck	2.51321760
couple	2.51321760
pics	2.21218760
fossilisation	2.51321760
reine	2.51321760
change	1.73506635
1809	2.51321760
arrête	2.21218760
incongru	2.51321760
revanche	1.33712634
rouge	1.51321760
crise	1.73506635
lamarckienne	2.51321760
crises	2.03609635
citer	2.03609635
pied	2.03609635
prenne	2.21218760
essai	1.66811956
darwinien	2.51321760
alice	2.51321760
vouliez	2.51321760
darwiniennes	2.51321760
publiée	2.21218760
naturaliste	2.51321760
cheminement	2.03609635
revisiter	2.21218760
lmd	2.51321760
officiel	1.81424760
genre	1.39927425
nuageuse	2.21218760
hydrométéorologie	2.51321760
phénomènes	1.30909762
décollage	1.91115761
mesurer	1.17079492
radiomètre	2.51321760
bord	1.19099831
donnent	1.91115761
précipitations	2.03609635
fréquemment	1.91115761
robustes	2.21218760
sondeur	2.51321760
nul	2.51321760
numérique	1.17079492
fournira	2.21218760
humidité	1.73506635
pluies	2.03609635
gps	1.81424760
météorologie	1.91115761
sortent	2.51321760
ros	2.51321760
glace	1.91115761
radiatifs	2.51321760
nominale	2.51321760
orageux	2.51321760
prévision	1.73506635
astrium	2.03609635
km	1.33712634
complémentaire	1.81424760
essentielles	1.91115761
long	0.83197636
inclinaison	2.51321760
conjointement	1.73506635
communauté	1.19099831
altitude	1.81424760
didier	2.03609635
indian	2.21218760
atmosphérique	1.73506635
cyclones	2.51321760
soulagement	2.51321760
space	1.81424760
pousser	2.21218760
prévisions	1.73506635
measurement	2.51321760
placée	2.03609635
tropicaux	2.51321760
dynamique	1.25794509
1993	2.03609635
apparaître	2.51321760
dimension	1.73506635
vol	1.51321760
fortes	1.61012761
signifiant	2.51321760
réorganisé	2.51321760
sommet	2.03609635
claire	2.51321760
américains	1.66811956
scarab	2.51321760
indienne	1.81424760
venu	1.81424760
financières	2.21218760
passages	2.03609635
rebaptisé	2.51321760
bande	1.73506635
sélectionnés	2.21218760
surveillance	1.55897509
hydrologique	2.21218760
recevront	2.21218760
0	1.55897509
bouleversement	2.51321760
polaire	2.21218760
baptisée	1.36708956
visible	1.61012761
conique	2.51321760
continentale	2.51321760
balayage	2.51321760
cyclonique	2.51321760
observation	1.25794509
indien	1.81424760
partage	1.73506635
dessus	1.91115761
mégha	2.21218760
territoire	1.28276868
basses	2.03609635
départements	1.73506635
indiens	2.21218760
865	2.51321760
segment	2.03609635
réchauffant	2.51321760
évoqué	2.21218760
héliosynchrone	2.03609635
liquide	1.39927425
précipitation	2.51321760
occultation	2.51321760
megha	2.51321760
extension	1.91115761
intertropicales	2.51321760
21	1.51321760
spatiale	1.36708956
dédiée	1.51321760
responsabilité	1.55897509
sriharikota	2.51321760
tropicales	2.51321760
élévation	2.03609635
programme	0.74236559
interne	1.55897509
météorologiques	1.91115761
questions	1.23446400
ouf	2.51321760
déclarés	2.51321760
1998	1.81424760
acceptant	2.51321760
offres	1.66811956
appréhension	2.51321760
cnes	1.43403635
ausculter	2.51321760
incliné	2.51321760
spatial	1.51321760
contours	2.51321760
hindi	2.51321760
opérationnelle	1.66811956
condensée	2.21218760
répartissent	2.51321760
placé	1.66811956
tropique	2.21218760
lanceur	1.91115761
2003	1.73506635
rémy	1.91115761
ceinture	2.03609635
brésiliens	2.21218760
jaxa	2.51321760
recevoir	2.03609635
conjoint	2.03609635
isro	2.51321760
recommandé	2.51321760
verticaux	2.03609635
transverse	2.21218760
lancement	1.13300636
opérationnels	1.81424760
troisième	1.15148976
eads	2.21218760
infra	2.51321760
validés	1.91115761
originalité	1.55897509
ciel	2.03609635
nuages	2.21218760
madras	2.51321760
tropicale	2.03609635
instrument	1.51321760
véritablement	1.55897509
emporte	2.51321760
tropiques	2.03609635
chargé	1.47182491
saphir	2.51321760
pslv	2.51321760
orbite	1.55897509
roca	2.51321760
météorologique	1.91115761
accroissement	1.91115761
renaut	2.51321760
franco	1.47182491
nuage	2.21218760
impliquée	1.39927425
gpm	2.51321760
eumetsat	2.51321760
profils	1.91115761
équateur	2.21218760
traverser	1.91115761
nasa	2.03609635
historiques	1.73506635
satellite	1.43403635
vapeur	2.03609635
période	1.47182491
hydrologiques	2.51321760
fournies	2.21218760
japonaise	2.21218760
équatorial	2.21218760
prospective	1.55897509
longues	1.66811956
circulations	2.51321760
garches	2.51321760
cliniquement	2.51321760
kent	2.51321760
ayant	0.91115761
cic	2.21218760
commencer	1.13300636
ascq	2.51321760
sautelet	2.51321760
ekhuft	2.51321760
berck	2.51321760
versions	2.51321760
it	2.51321760
catholique	2.51321760
mers	2.03609635
porteuse	2.21218760
sysiass	2.51321760
r	0.95691510
ergothérapeutes	2.51321760
insertion	2.03609635
calvé	2.51321760
roulant	2.51321760
poincaré	1.91115761
évolutive	2.51321760
isen	2.21218760
médicaux	1.91115761
fauteuil	2.51321760
villeneuve	2.51321760
avancement	2.51321760
organiseront	2.51321760
handicapées	2.51321760
atteintes	1.91115761
adaptable	2.51321760
fauteuils	2.51321760
médecins	1.55897509
thales	1.55897509
lille	1.91115761
roulants	2.51321760
hospitaliers	2.51321760
atteitnes	2.51321760
ambition	1.25794509
norbert	2.21218760
médicale	1.66811956
testé	2.03609635
iva	2.51321760
mener	1.23446400
essex	2.51321760
soutenu	1.66811956
personnels	1.81424760
accueillera	1.66811956
avancées	1.36708956
adresse	1.81424760
équipé	1.55897509
testées	2.21218760
electronique	2.03609635
segard	2.51321760
associe	1.73506635
rééducation	2.51321760
manche	2.51321760
conduite	1.91115761
financièrement	2.03609635
offrir	1.55897509
interreg	2.51321760
centrale	1.23446400
conférences	1.23446400
successives	2.03609635
confié	2.03609635
manipulation	2.51321760
bras	1.81424760
collaboratif	1.81424760
capable	1.03609635
intervention	1.73506635
assister	1.61012761
pourra	1.51321760
hercule	2.51321760
soldat	2.21218760
dorsale	2.51321760
rb3d	2.51321760
efforts	1.66811956
présenté	1.73506635
effort	1.91115761
lourdes	2.51321760
lourds	1.91115761
charges	1.61012761
chantiers	2.21218760
port	2.21218760
manutention	2.51321760
personnel	1.73506635
disposera	1.91115761
porter	1.81424760
2014	0.95691510
ouvriers	2.21218760
commercialisé	2.21218760
élite	2.51321760
jambes	2.21218760
supportant	2.51321760
commandé	2.51321760
btp	2.21218760
millipol	2.51321760
utilisateur	1.61012761
inertielle	2.21218760
auxerre	2.51321760
kg	1.43403635
transporter	1.61012761
handicapés	2.51321760
mécatroniques	2.51321760
mouvements	1.66811956
destiné	1.43403635
intérieure	2.51321760
sauveteur	2.51321760
exclusivité	2.21218760
détecte	2.51321760
concentré	2.03609635
h	1.66811956
membre	1.61012761
cobot	2.51321760
exosquelette	2.51321760
supervise	2.51321760
pris	1.21218760
detection	2.51321760
microsatellites	2.51321760
earthquake	2.51321760
séisme	2.03609635
from	2.51321760
augmentation	1.33712634
orageuse	2.51321760
tremblement	2.51321760
emissions	2.51321760
émises	2.03609635
tectonique	2.51321760
génération	1.19099831
venant	1.81424760
transmitted	2.51321760
participer	1.30909762
communications	1.47182491
russie	1.61012761
2016	1.73506635
taranis	2.51321760
colombie	1.91115761
émetteurs	2.51321760
apport	1.81424760
électromagnétiques	2.21218760
tsunamis	2.51321760
densité	1.73506635
basse	1.61012761
siège	1.73506635
émission	1.81424760
juin	1.09824425
variations	2.03609635
missions	1.33712634
sismologie	2.21218760
magnetic	2.51321760
séismes	2.03609635
induisent	2.21218760
débat	1.73506635
consacrés	2.21218760
radiations	2.21218760
consacrées	2.21218760
tenu	1.55897509
observée	1.61012761
due	2.21218760
ionosphérique	2.51321760
regions	2.51321760
chine	1.39927425
715	2.51321760
demeter	2.21218760
ionosphère	2.51321760
statistique	2.21218760
exposés	2.03609635
perturbations	2.03609635
anthropiques	2.21218760
entourent	2.51321760
zélande	2.21218760
tohoku	2.51321760
volcaniques	2.51321760
electro	2.21218760
intervenants	2.03609635
ceintures	2.51321760
quasi	1.66811956
détectées	2.21218760
myriades	2.51321760
éruptions	2.51321760
fréquence	1.61012761
émissions	1.55897509
géophysiciens	2.51321760
circulaire	2.21218760
radionavigation	2.51321760
ionosphériques	2.51321760
dédiés	1.66811956
relation	1.51321760
exotiques	2.51321760
ganil	2.51321760
gsi	2.51321760
caen	1.81424760
abondance	2.21218760
étoiles	2.21218760
spiral2	2.51321760
déroulant	2.21218760
allemagne	1.39927425
accélérateur	2.21218760
naturel	1.81424760
riken	2.51321760
supraconducteur	2.51321760
placera	2.51321760
noyau	1.81424760
noyaux	2.03609635
physiciens	1.51321760
atomique	2.03609635
nucléaire	1.39927425
situé	1.51321760
internationaux	1.36708956
msu	2.51321760
rang	1.81424760
collaborations	1.43403635
linéaire	2.21218760
priorité	1.91115761
nucléaires	1.61012761
normandie	1.91115761
constituera	2.51321760
cartographique	2.21218760
hydrographie	2.51321760
accréditée	2.51321760
hydrographique	2.51321760
océanographie	1.73506635
creuse	2.51321760
dispensé	2.51321760
participants	1.28276868
bénéficieront	2.21218760
délivrer	2.03609635
multiculturelle	2.51321760
barrage	2.51321760
meilleure	1.28276868
master2	2.51321760
syndicat	2.21218760
belgique	1.55897509
lance	1.36708956
professeurs	1.73506635
vassivière	2.51321760
remettront	2.51321760
intensif	1.81424760
topographie	2.21218760
atout	1.66811956
déroulera	1.61012761
approches	1.43403635
ensta	2.03609635
apprendront	2.51321760
participeront	1.91115761
erasmus	2.21218760
50	1.11527759
catégorie	1.81424760
entrée	1.47182491
lac	2.51321760
gent	2.51321760
itti	2.51321760
madère	2.51321760
conference	2.03609635
upec	2.51321760
3ème	1.61012761
kurosh	2.51321760
sénart	2.51321760
mène	1.66811956
ijcci	2.51321760
knowledge	2.51321760
marne	1.81424760
management	1.39927425
slovaque	2.51321760
événements	1.43403635
sénartaises	2.51321760
madani	2.51321760
gestion	1.25794509
communication	1.47182491
artificielle	1.81424760
sénartaise	2.51321760
accueillir	1.66811956
iut	2.03609635
portugal	1.91115761
collective	1.66811956
logistique	1.91115761
institute	1.43403635
valence	2.03609635
institutionnels	1.73506635
colloques	2.03609635
dirige	1.09824425
incendies	2.21218760
joint	2.21218760
forêts	1.61012761
insticc	2.51321760
éditions	1.91115761
simulation	1.33712634
consacré	1.73506635
civile	1.61012761
automatisée	2.21218760
pdcs	2.51321760
polonais	2.51321760
pmi	2.03609635
soixantaine	1.66811956
cnr	2.51321760
privés	1.51321760
négociation	2.51321760
italiens	2.51321760
italia	2.51321760
mediazioni	2.51321760
systems	1.91115761
discovery	2.21218760
île	2.03609635
ic3k	2.51321760
italien	2.21218760
intégrés	1.66811956
computational	2.21218760
telecom	2.21218760
val	1.73506635
control	2.51321760
fontainebleau	2.51321760
sagem	2.03609635
intelligence	1.66811956
sisine	2.51321760
engineering	2.03609635
roma	2.51321760
côtés	1.81424760
ingénierie	1.17079492
précédentes	2.21218760
venus	1.47182491
antenne	1.91115761
xiwrite	2.51321760
glaux	2.51321760
espagne	1.47182491
srl	2.21218760
lissi	2.51321760
créteil	2.21218760
valley	2.03609635
cosmétique	1.66811956
expertise	1.28276868
d	0.98173868
actif	1.81424760
orléans	1.91115761
invité	2.03609635
honneur	1.81424760
directs	1.81424760
ateliers	1.51321760
cosmétologie	2.51321760
cbb	2.51321760
b	1.91115761
cosmetic	2.51321760
2ème	1.73506635
parfumerie	2.21218760
2è	2.51321760
bretons	2.51321760
académiques	1.66811956
références	2.21218760
packaging	2.03609635
to	2.51321760
promotion	1.55897509
instrumentation	1.91115761
jours	1.39927425
société	0.99470366
prometteur	1.66811956
breveté	2.21218760
présidée	2.21218760
abri	2.51321760
commercial	1.91115761
moyen	1.19099831
roses	2.21218760
25	1.06605957
proposons	2.03609635
détient	1.81424760
concernait	2.51321760
asperge	2.51321760
préoccupations	1.47182491
licence	2.03609635
commercialise	1.61012761
stockage	1.55897509
loire	1.61012761
perméabilité	2.51321760
apporte	1.61012761
