article	token
67385	phase
67385	d'
67385	optimisation
67385	de
67385	ce
67385	procédé
67385	dans
67385	le
67385	cadre
67385	du
67385	projet
67385	ANR
67385	Agence
67385	Nationale
67385	de
67385	la
67385	Recherche
67385	Symbiose
67385	auquel
67385	participent
67385	également
67385	Ecosym
67385	qui
67385	est
67385	un
67385	laboratoire
67385	du
67385	CNRS
67385	et
67385	l'
67385	entreprise
67385	Naskéo
67385	Environnement
67385	spécialisée
67385	dans
67385	la
67385	valorisation
67385	des
67385	déchets
67385	Cela
67385	passe
67385	notamment
67385	par
67385	la
67385	modélisation
67385	de
67385	la
67385	croissance
67385	et
67385	du
67385	comportement
67385	des
67385	populations
67385	d'
67385	algues
67385	et
67385	de
67385	bactéries
67385	Ainsi
67385	l'
67385	équipe
67385	Biocore
67385	de
67385	l'
67385	Inria
67385	a
67385	conçu
67385	des
67385	modèles
67385	du
67385	comportement
67385	des
67385	micro
67385	algues
67385	et
67385	des
67385	bactéries
67385	modèles
67385	qui
67385	dans
67385	un
67385	second
67385	temps
67385	ont
67385	été
67385	implantés
67385	dans
67385	des
67385	simulateurs
67385	numériques
67385	Grâce
67385	à
67385	ces
67385	derniers
67385	il
67385	est
67385	alors
67385	possible
67385	de
67385	réaliser
67385	des
67385	expérimentations
67385	in
67385	silico
67385	à
67385	moindre
67385	coût
67385	par
67385	exemple
67385	estimer
67385	les
67385	meilleures
67385	conditions
67385	d'
67385	exposition
67385	au
67385	soleil
67385	ou
67385	d'
67385	alimentation
67385	des
67385	algues
67385	pour
67385	la
67385	production
67385	d'
67385	une
67385	quantité
67385	élevée
67385	de
67385	biogaz
67385	La
67385	mise
67385	en
67385	place
67385	d'
67385	un
67385	premier
67385	système
67385	pilote
67385	en
67385	extérieur
67385	composé
67385	d'
67385	un
67385	bassin
67385	de
67385	culture
67385	ovoïde
67385	et
67385	d'
67385	un
67385	méthaniseur
67385	va
67385	permettre
67385	ainsi
67385	de
67385	valider
67385	en
67385	conditions
67385	réelles
67385	les
67385	résultats
67385	obtenus
67385	en
67385	laboratoire
67385	Restera
67385	ensuite
67385	à
67385	franchir
67385	une
67385	nouvelle
67385	étape
67385	celle
67385	du
67385	pilote
67385	industriel
67385	Pour
67385	l'
67385	heure
67385	une
67385	autre
67385	piste
67385	est
67385	également
67385	explorer
67385	dans
67385	le
67385	cadre
67385	du
67385	projet
67385	Symbiose
67385	Il
67385	s'
67385	agit
67385	d'
67385	utiliser
67385	les
67385	micro
67385	algues
67385	pour
67385	nettoyer
67385	les
67385	fumées
67385	d'
67385	usines
67385	Les
67385	micro
67385	algues
67385	peuvent
67385	en
67385	effet
67385	ingérer
67385	une
67385	proportion
67385	de
67385	CO2
67385	pour
67385	leur
67385	croissance
67385	Aussi
67385	pourrait
67385	on
67385	les
67385	utiliser
67385	dans
67385	une
67385	première
67385	étape
67385	comme
67385	une
67385	sorte
67385	de
67385	filtre
67385	avant
67385	de
67385	les
67385	réutiliser
67385	dans
67385	une
67385	seconde
67385	pour
67385	produire
67385	du
67385	biogaz
67385	ou
67385	du
67385	biocarburant
67386	Des
67386	réseaux
67386	de
67386	capteurs
67386	sans
67386	fil
67386	à
67386	moindre
67386	coût
67386	pour
67386	les
67386	usines
67386	Le
67386	réseau
67386	sans
67386	fil
67386	est
67386	un
67386	concept
67386	qui
67386	évoque
67386	évidemment
67386	les
67386	secteurs
67386	de
67386	la
67386	téléphonie
67386	et
67386	de
67386	l'
67386	Internet
67386	mobiles
67386	Pour
67386	autant
67386	il
67386	existe
67386	d'
67386	autres
67386	types
67386	de
67386	réseaux
67386	sans
67386	fil
67386	plus
67386	complexes
67386	dont
67386	le
67386	fonctionnement
67386	ne
67386	nécessite
67386	pas
67386	l'
67386	utilisation
67386	de
67386	relais
67386	fixes
67386	comme
67386	pour
67386	les
67386	télécommunications
67386	mais
67386	de
67386	relais
67386	mobiles
67386	Il
67386	s'
67386	agit
67386	de
67386	réseaux
67386	qui
67386	permettent
67386	de
67386	communiquer
67386	avec
67386	des
67386	capteurs
67386	dispersés
67386	sur
67386	de
67386	vastes
67386	sites
67386	industriels
67386	non
67386	équipés
67386	de
67386	réseau
67386	câblé
67386	afin
67386	d'
67386	indiquer
67386	le
67386	dépassement
67386	d'
67386	un
67386	seuil
67386	de
67386	pollution
67386	ou
67386	de
67386	degré
67386	d'
67386	usure
67386	d'
67386	éléments
67386	de
67386	machines
67386	Le
67386	problème
67386	est
67386	que
67386	ces
67386	informations
67386	sont
67386	envoyées
67386	par
67386	ondes
67386	radio
67386	dont
67386	la
67386	portée
67386	n'
67386	est
67386	que
67386	de
67386	quelques
67386	dizaines
67386	de
67386	mètres
67386	D'
67386	où
67386	la
67386	nécessité
67386	d'
67386	utiliser
67386	des
67386	capteurs
67386	relais
67386	intermédiaires
67386	La
67386	difficulté
67386	est
67386	de
67386	combiner
67386	les
67386	exigences
67386	des
67386	industriels
67386	à
67386	savoir
67386	minimiser
67386	la
67386	consommation
67386	énergétique
67386	la
67386	plupart
67386	des
67386	capteurs
67386	fonctionnant
67386	sur
67386	batteries
67386	et
67386	garantir
67386	l'
67386	envoi
67386	du
67386	message
67386	dans
67386	les
67386	délais
67386	impartis
67386	tout
67386	en
67386	étant
67386	compatible
67386	avec
67386	les
67386	interfaces
67386	existantes
67386	explique
67386	Pascale
67386	Minet
67386	de
67386	l'
67386	équipe
67386	projet
67386	Hipercom
67386	de
67386	l'
67386	Inria
67386	Ajoutons
67386	que
67386	les
67386	capteurs
67386	ne
67386	disposant
67386	que
67386	de
67386	capacités
67386	de
67386	mémoire
67386	très
67386	limitées
67386	les
67386	programmes
67386	développés
67386	doivent
67386	être
67386	très
67386	simples
67386	Dans
67386	le
67386	cadre
67386	du
67386	projet
67386	ANR
67386	Agence
67386	Nationale
67386	de
67386	la
67386	Recherche
67386	Ocari
67386	que
67386	coordonne
67386	EDF
67386	et
67386	qui
67386	rassemble
67386	aussi
67386	bien
67386	des
67386	acteurs
67386	du
67386	secteur
67386	académique
67386	comme
67386	les
67386	universités
67386	de
67386	Clermont
67386	Ferrand
67386	Toulouse
67386	et
67386	Paris
67386	Sud
67386	et
67386	l'
67386	Inria
67386	que
67386	des
67386	industriels
67386	DCNS
67386	et
67386	Telit
67386	l'
67386	Inria
67386	a
67386	mis
67386	au
67386	point
67386	un
67386	protocole
67386	qui
67386	permet
67386	de
67386	choisir
67386	les
67386	bons
67386	relais
67386	en
67386	prenant
67386	en
67386	compte
67386	l'
67386	existence
67386	de
67386	relais
67386	mobile
67386	par
67386	exemple
67386	des
67386	capteurs
67386	portés
67386	par
67386	un
67386	intervenant
67386	humain
67386	Des
67386	capteurs
67386	qui
67386	disposent
67386	de
67386	trois
67386	états
67386	possibles
67386	transmission
67386	réception
67386	veille
67386	Notre
67386	protocole
67386	vise
67386	à
67386	les
67386	laisser
67386	le
67386	plus
67386	souvent
67386	en
67386	veille
67386	tout
67386	en
67386	garantissant
67386	l'
67386	envoi
67386	du
67386	message
67386	dans
67386	les
67386	délais
67386	en
67386	évitant
67386	de
67386	passer
67386	toujours
67386	par
67386	les
67386	mêmes
67386	capteurs
67386	précise
67386	la
67386	chercheuse
67386	de
67386	l'
67386	Inria
67386	Dès
67386	septembre
67386	prochain
67386	des
67386	tests
67386	en
67386	vraie
67386	grandeur
67386	doivent
67386	réalisés
67386	dans
67386	les
67386	usines
67386	d'
67386	EDF
67386	et
67386	du
67386	constructeur
67386	naval
67386	militaire
67386	qu'
67386	est
67386	la
67386	DCNS
67387	Caractéristiques
67387	des
67387	plantes
67387	mise
67387	en
67387	service
67387	de
67387	la
67387	plus
67387	grande
67387	base
67387	de
67387	données
67387	du
67387	monde
67387	Ce
67387	sont
67387	les
67387	caractéristiques
67387	structurales
67387	physiologiques
67387	et
67387	reproductives
67387	des
67387	plantes
67387	qui
67387	déterminent
67387	la
67387	manière
67387	dont
67387	celles
67387	ci
67387	se
67387	battent
67387	pour
67387	avoir
67387	accès
67387	à
67387	leurs
67387	ressources
67387	grandissent
67387	et
67387	affectent
67387	leurs
67387	écosystèmes
67387	Or
67387	connaître
67387	ces
67387	traits
67387	fonctionnels
67387	comme
67387	on
67387	les
67387	appelle
67387	est
67387	utile
67387	notamment
67387	pour
67387	déterminer
67387	l'
67387	influence
67387	des
67387	végétaux
67387	sur
67387	les
67387	cycles
67387	de
67387	l'
67387	eau
67387	et
67387	et
67387	du
67387	carbone
67387	Mais
67387	rassembler
67387	des
67387	données
67387	sur
67387	un
67387	grand
67387	nombre
67387	d'
67387	espèces
67387	de
67387	plantes
67387	pour
67387	alimenter
67387	des
67387	modèles
67387	afin
67387	de
67387	permettre
67387	à
67387	ces
67387	derniers
67387	de
67387	mieux
67387	représenter
67387	les
67387	effets
67387	des
67387	changements
67387	environnementaux
67387	comme
67387	le
67387	réchauffement
67387	climatique
67387	sur
67387	les
67387	écosystèmes
67387	est
67387	resté
67387	difficile
67387	jusqu'
67387	ici
67387	D'
67387	où
67387	l'
67387	importance
67387	de
67387	l'
67387	initiative
67387	TRY
67387	qui
67387	en
67387	compilant
67387	93
67387	bases
67387	de
67387	données
67387	constitue
67387	aujourd'
67387	hui
67387	la
67387	plus
67387	grande
67387	base
67387	de
67387	données
67387	du
67387	monde
67387	sur
67387	les
67387	caractéristiques
67387	des
67387	plantes
67387	Une
67387	base
67387	de
67387	données
67387	à
67387	l'
67387	intérieur
67387	de
67387	laquelle
67387	les
67387	traits
67387	fonctionnels
67387	ont
67387	été
67387	classés
67387	en
67387	52
67387	groupes
67387	qui
67387	vont
67387	de
67387	la
67387	hauteur
67387	et
67387	de
67387	la
67387	longévité
67387	de
67387	la
67387	plante
67387	à
67387	la
67387	taille
67387	de
67387	la
67387	graine
67387	en
67387	passant
67387	par
67387	le
67387	contenu
67387	en
67387	azote
67387	de
67387	la
67387	feuille
67387	ou
67387	la
67387	porosité
67387	du
67387	bois
67387	4
67387	années
67387	et
67387	la
67387	collaboration
67387	de
67387	nombreux
67387	scientifiques
67387	issus
67387	de
67387	106
67387	laboratoires
67387	dans
67387	le
67387	monde
67387	dont
67387	le
67387	Laboratoire
67387	d'
67387	Ecologie
67387	Alpine
67387	CNRS
67387	Université
67387	Joseph
67387	Fourier
67387	Université
67387	de
67387	Savoie
67387	de
67387	Grenoble
67387	et
67387	le
67387	Centre
67387	d'
67387	Ecologie
67387	Fonctionnelle
67387	et
67387	Evolutive
67387	CNRS
67387	Universités
67387	de
67387	Montpellier
67387	1
67387	2
67387	3
67387	et
67387	de
67387	Nîmes
67387	SupAgro
67387	Cirad
67387	EPHE
67387	IRD
67387	INRA
67387	de
67387	Montpellier
67387	auront
67387	été
67387	nécessaires
67387	pour
67387	compiler
67387	3
67387	millions
67387	de
67387	ces
67387	données
67387	concernant
67387	69
67387	000
67387	des
67387	300
67387	000
67387	espèces
67387	de
67387	plantes
67387	existantes
67387	TRY
67387	devrait
67387	donc
67387	permettre
67387	d'
67387	améliorer
67387	la
67387	modélisation
67387	du
67387	système
67387	Terre
67387	en
67387	remettant
67387	notamment
67387	en
67387	cause
67387	la
67387	manière
67387	dont
67387	les
67387	modèles
67387	globaux
67387	de
67387	végétation
67387	classent
67387	les
67387	plantes
67387	en
67387	un
67387	nombre
67387	réduit
67387	de
67387	grands
67387	types
67387	comme
67387	par
67387	exemple
67387	les
67387	arbres
67387	à
67387	feuillage
67387	persistant
67387	Ainsi
67387	les
67387	premières
67387	analyses
67387	réalisées
67387	à
67387	l'
67387	aide
67387	de
67387	cette
67387	base
67387	ont
67387	montré
67387	que
67387	la
67387	variabilité
67387	des
67387	traits
67387	fonctionnels
67387	des
67387	plantes
67387	était
67387	très
67387	importante
67387	au
67387	sein
67387	même
67387	de
67387	ces
67387	types
67387	Les
67387	individus
67387	d'
67387	une
67387	même
67387	espèce
67387	peuvent
67387	en
67387	effet
67387	montrer
67387	des
67387	différences
67387	significatives
67387	entre
67387	eux
67387	en
67387	fonction
67387	des
67387	contraintes
67387	environnementales
67387	auxquelles
67387	ils
67387	sont
67387	soumis
67387	Aussi
67387	s'
67387	avère
67387	t
67387	il
67387	nécessaire
67387	de
67387	construire
67387	des
67387	types
67387	plus
67387	précis
67387	basés
67387	sur
67387	des
67387	données
67387	de
67387	terrain
67387	afin
67387	que
67387	les
67387	modèles
67387	utilisés
67387	soit
67387	plus
67387	fiables
67387	et
67387	rendent
67387	mieux
67387	compte
67387	de
67387	la
67387	biodiversité
67387	réelle
67388	Premiers
67388	résultats
67388	significatifs
67388	d'
67388	un
67388	projet
67388	important
67388	pour
67388	l'
67388	industrie
67388	fromagère
67388	Même
67388	s'
67388	il
67388	existe
67388	d'
67388	autres
67388	enzymes
67388	protéolytiques
67388	d'
67388	origine
67388	animale
67388	microbienne
67388	voire
67388	végétale
67388	qui
67388	présentent
67388	cette
67388	capacité
67388	à
67388	coaguler
67388	le
67388	lait
67388	la
67388	présure
67388	de
67388	veau
67388	reste
67388	aujourd'
67388	hui
67388	un
67388	agent
67388	coagulant
67388	important
67388	utilisé
67388	dans
67388	la
67388	première
67388	étape
67388	de
67388	la
67388	fabrication
67388	d'
67388	un
67388	fromage
67388	4
67388	grands
67388	groupes
67388	et
67388	une
67388	dizaine
67388	de
67388	PME
67388	dont
67388	deux
67388	basées
67388	en
67388	France
67388	se
67388	partagent
67388	cet
67388	énorme
67388	marché
67388	chacun
67388	de
67388	ces
67388	acteurs
67388	produisant
67388	ces
67388	enzymes
67388	selon
67388	un
67388	mode
67388	de
67388	fabrication
67388	qui
67388	lui
67388	est
67388	propre
67388	C'
67388	est
67388	dans
67388	ce
67388	contexte
67388	qu'
67388	a
67388	été
67388	lancé
67388	COAG
67388	un
67388	projet
67388	labellisé
67388	par
67388	le
67388	pôle
67388	Vitagora
67388	dont
67388	le
67388	principal
67388	objectif
67388	est
67388	de
67388	déterminer
67388	quelle
67388	est
67388	l'
67388	influence
67388	des
67388	supports
67388	de
67388	ces
67388	préparations
67388	enzymatiques
67388	coagulantes
67388	sur
67388	le
67388	rendement
67388	et
67388	la
67388	qualité
67388	des
67388	fromages
67388	produits
67388	Les
67388	résultats
67388	obtenus
67388	lors
67388	de
67388	la
67388	première
67388	étape
67388	de
67388	ce
67388	projet
67388	confirment
67388	qu'
67388	il
67388	existe
67388	bien
67388	une
67388	variabilité
67388	significative
67388	de
67388	la
67388	composition
67388	non
67388	enzymatique
67388	des
67388	coagulants
67388	Dans
67388	la
67388	fabrication
67388	d'
67388	un
67388	fromage
67388	la
67388	première
67388	étape
67388	dite
67388	de
67388	coagulation
67388	que
67388	l'
67388	on
67388	appelle
67388	le
67388	caillage
67388	consiste
67388	à
67388	mettre
67388	dans
67388	une
67388	cuve
67388	une
67388	dose
67388	de
67388	préparation
67388	coagulante
67388	pouvant
67388	varier
67388	de
67388	dix
67388	à
67388	plus
67388	de
67388	cent
67388	millilitres
67388	pour
67388	100
67388	litres
67388	de
67388	lait
67388	Il
67388	s'
67388	agit
67388	donc
67388	de
67388	très
67388	faibles
67388	doses
67388	des
67388	doses
67388	parfois
67388	même
67388	qualifiables
67388	d'
67388	homéopathiques
67388	rappelle
67388	Eric
67388	Notz
67388	délégué
67388	régional
67388	d'
67388	Actilait
67388	et
67388	coordinateur
67388	du
67388	projet
67388	COAG
67388	réalisé
67388	dans
67388	le
67388	cadre
67388	de
67388	l'
67388	Unité
67388	Mixte
67388	Technologique
67388	UMT
67388	de
67388	Poligny
67388	1
67388	S'
67388	il
67388	existe
67388	différentes
67388	enzymes
67388	coagulantes
67388	la
67388	présure
67388	de
67388	veau
67388	reste
67388	aujourd'
67388	hui
67388	très
67388	utilisée
67388	Rappelons
67388	que
67388	cette
67388	préparation
67388	coagulante
67388	extraite
67388	de
67388	la
67388	caillette
67388	c'
67388	est
67388	à
67388	dire
67388	la
67388	quatrième
67388	proche
67388	de
67388	l'
67388	estomac
67388	de
67388	jeunes
67388	ruminants
67388	abattus
67388	avant
67388	sevrage
67388	contient
67388	deux
67388	enzymes
67388	actives
67388	la
67388	chymosine
67388	majoritaire
67388	et
67388	la
67388	pepsine
67388	dont
67388	la
67388	proportion
67388	augmente
67388	avec
67388	l'
67388	âge
67388	du
67388	veau
67388	En
67388	plus
67388	des
67388	enzymes
67388	coagulantes
67388	les
67388	différentes
67388	préparations
67388	utilisées
67388	en
67388	fromagerie
67388	renferment
67388	également
67388	d'
67388	autres
67388	éléments
67388	ce
67388	que
67388	les
67388	spécialistes
67388	appellent
67388	le
67388	support
67388	et
67388	dont
67388	la
67388	composition
67388	varie
67388	d'
67388	un
67388	fabricant
67388	à
67388	un
67388	autre
67388	Or
67388	on
67388	estime
67388	que
67388	ce
67388	support
67388	qui
67388	peut
67388	contenir
67388	du
67388	NaCl
67388	du
67388	phosphate
67388	une
67388	fraction
67388	azotée
67388	et
67388	des
67388	conservateurs
67388	pourrait
67388	contribuer
67388	à
67388	l'
67388	élaboration
67388	des
67388	caractéristiques
67388	sensorielles
67388	des
67388	fromages
67388	affinés
67388	précise
67388	le
67388	coordinateur
67388	de
67388	COAG
67388	La
67388	première
67388	phase
67388	de
67388	ce
67388	projet
67388	a
67388	donc
67388	consisté
67388	à
67388	réaliser
67388	une
67388	enquête
67388	de
67388	terrain
67388	visant
67388	à
67388	brosser
67388	un
67388	panorama
67388	général
67388	des
67388	coagulants
67388	disponibles
67388	sur
67388	le
67388	marché
67388	A
67388	cette
67388	occasion
67388	la
67388	composition
67388	chimique
67388	d'
67388	un
67388	ensemble
67388	d'
67388	échantillons
67388	représentatifs
67388	a
67388	été
67388	analysée
67388	Les
67388	résultats
67388	obtenus
67388	confirment
67388	qu'
67388	il
67388	existe
67388	une
67388	variabilité
67388	significative
67388	de
67388	la
67388	composition
67388	non
67388	enzymatique
67388	de
67388	ces
67388	coagulants
67388	Les
67388	différences
67388	sont
67388	visibles
67388	à
67388	la
67388	fois
67388	sur
67388	la
67388	composition
67388	minérale
67388	et
67388	sur
67388	la
67388	composition
67388	protéique
67388	des
67388	préparations
67388	coagulantes
67388	Elles
67388	dépendent
67388	non
67388	seulement
67388	du
67388	type
67388	d'
67388	enzyme
67388	mais
67388	aussi
67388	des
67388	fabricants
67388	indique
67388	Eric
67388	Notz
67388	Il
67388	semblerait
67388	en
67388	effet
67388	qu'
67388	en
67388	plus
67388	du
67388	type
67388	d'
67388	enzyme
67388	ce
67388	sont
67388	les
67388	modes
67388	de
67388	préparation
67388	et
67388	d'
67388	extraction
67388	utilisés
67388	qui
67388	modulent
67388	la
67388	composition
67388	minérale
67388	et
67388	protéique
67388	des
67388	coagulants
67388	Précisons
67388	que
67388	des
67388	résultats
67388	identiques
67388	ont
67388	été
67388	obtenus
67388	sur
67388	des
67388	coagulants
67388	dits
67388	traditionnels
67388	fabriqués
67388	en
67388	fromagerie
67388	Importants
67388	ces
67388	premiers
67388	résultats
67388	devraient
67388	faire
67388	l'
67388	objet
67388	d'
67388	une
67388	publication
67388	scientifique
67388	au
67388	cours
67388	des
67388	prochains
67388	mois
67388	Un
67388	projet
67388	sous
67388	l'
67388	oeil
67388	attentif
67388	de
67388	la
67388	professionPour
67388	l'
67388	heure
67388	COAG
67388	se
67388	poursuit
67388	à
67388	l'
67388	UMT
67388	de
67388	Poligny
67388	L'
67388	INRA
67388	continue
67388	à
67388	développer
67388	des
67388	techniques
67388	de
67388	dosage
67388	immunochimique
67388	pour
67388	détecter
67388	et
67388	quantifier
67388	à
67388	très
67388	faibles
67388	doses
67388	la
67388	chymosine
67388	et
67388	la
67388	pepsine
67388	bovine
67388	présentes
67388	dans
67388	les
67388	fromages
67388	Actilait
67388	et
67388	l'
67388	ISBA
67388	poursuivent
67388	avec
67388	l'
67388	INRA
67388	l'
67388	analyse
67388	de
67388	l'
67388	impact
67388	des
67388	préparations
67388	coagulantes
67388	industrielles
67388	sur
67388	les
67388	propriétés
67388	fromagères
67388	du
67388	lait
67388	Un
67388	projet
67388	spécifique
67388	est
67388	en
67388	réflexion
67388	concernant
67388	l'
67388	impact
67388	des
67388	préparations
67388	coagulantes
67388	traditionnelles
67388	telles
67388	que
67388	les
67388	recuites
67388	sur
67388	la
67388	qualité
67388	finale
67388	des
67388	fromages
67388	Autant
67388	de
67388	travaux
67388	qui
67388	se
67388	déroulent
67388	évidemment
67388	sous
67388	l'
67388	oeil
67388	attentif
67388	de
67388	la
67388	profession
67388	tant
67388	les
67388	enjeux
67388	sont
67388	importants
67388	Un
67388	fromager
67388	recherche
67388	avant
67388	tout
67388	une
67388	fonctionnalité
67388	qui
67388	soit
67388	garantie
67388	Or
67388	les
67388	effets
67388	insoupçonnés
67388	qui
67388	apparaissent
67388	parfois
67388	il
67388	ne
67388	les
67388	impute
67388	pas
67388	à
67388	la
67388	présure
67388	Cela
67388	dit
67388	aussi
67388	infime
67388	soit
67388	la
67388	quantité
67388	de
67388	présure
67388	utilisée
67388	dans
67388	la
67388	fabrication
67388	d'
67388	un
67388	fromage
67388	celle
67388	ci
67388	renferme
67388	peut
67388	être
67388	des
67388	éléments
67388	pouvant
67388	modifier
67388	la
67388	qualité
67388	du
67388	produit
67388	final
67388	estime
67388	Eric
67388	Notz
67388	A
67388	terme
67388	COAG
67388	devrait
67388	donc
67388	permettre
67388	la
67388	publication
67388	d'
67388	un
67388	certain
67388	nombre
67388	de
67388	recommandations
67388	en
67388	termes
67388	de
67388	fabrication
67388	destinées
67388	aux
67388	fournisseurs
67388	de
67388	présures
67388	1
67388	L'
67388	UMT
67388	de
67388	Poligny
67388	regroupe
67388	trois
67388	partenaires
67388	complémentaires
67388	dans
67388	le
67388	domaine
67388	de
67388	la
67388	filière
67388	laitière
67388	l'
67388	INRA
67388	URTAL
67388	Unité
67388	de
67388	Recherche
67388	en
67388	Technologie
67388	et
67388	Analyses
67388	Laitières
67388	de
67388	Poligny
67388	l'
67388	Institut
67388	des
67388	Sciences
67388	des
67388	Biotechnologies
67388	et
67388	de
67388	l'
67388	Agroalimentaire
67388	ISBA
67388	qui
67388	regroupe
67388	les
67388	2
67388	ENIL
67388	de
67388	Franche
67388	Comté
67388	Poligny
67388	et
67388	Mamirolle
67388	et
67388	l'
67388	Institut
67388	technique
67388	du
67388	lait
67388	et
67388	des
67388	produits
67388	laitiers
67388	Actilait
67389	Des
67389	neurones
67389	particuliers
67389	impliqués
67389	dans
67389	l'
67389	apprentissage
67389	rapide
67389	de
67389	la
67389	cartographie
67389	des
67389	lieux
67389	Pour
67389	un
67389	individu
67389	survivre
67389	implique
67389	obligatoirement
67389	de
67389	pouvoir
67389	se
67389	localiser
67389	en
67389	permanence
67389	dans
67389	son
67389	environnement
67389	Mais
67389	comment
67389	le
67389	cerveau
67389	de
67389	cet
67389	individu
67389	cartographie
67389	et
67389	mémorise
67389	l'
67389	environnement
67389	dans
67389	lequel
67389	il
67389	évolue
67389	afin
67389	de
67389	lui
67389	permettre
67389	de
67389	s'
67389	orienter
67389	C'
67389	est
67389	la
67389	question
67389	à
67389	laquelle
67389	Jérôme
67389	Epsztein
67389	chercheur
67389	Inserm
67389	au
67389	sein
67389	de
67389	l'
67389	Unité
67389	901
67389	Institut
67389	de
67389	Neurobiologie
67389	de
67389	la
67389	Méditerranée
67389	et
67389	ses
67389	collaborateurs
67389	Michael
67389	Brecht
67389	de
67389	l'
67389	Université
67389	Humboldt
67389	de
67389	Berlin
67389	et
67389	Albert
67389	Lee
67389	de
67389	l'
67389	Institut
67389	Médical
67389	Howard
67389	Hugues
67389	en
67389	Virginie
67389	tentent
67389	d'
67389	apporter
67389	des
67389	réponses
67389	Rappelons
67389	qu'
67389	il
67389	y
67389	a
67389	plus
67389	de
67389	40
67389	ans
67389	des
67389	cellules
67389	dites
67389	de
67389	lieu
67389	ont
67389	été
67389	découvertes
67389	chez
67389	l'
67389	animal
67389	Localisés
67389	dans
67389	l'
67389	hippocampe
67389	ces
67389	neurones
67389	particuliers
67389	ne
67389	sont
67389	activés
67389	que
67389	lorsque
67389	l'
67389	animal
67389	se
67389	trouve
67389	dans
67389	un
67389	lieu
67389	donné
67389	de
67389	son
67389	environnement
67389	D'
67389	où
67389	leur
67389	nom
67389	Reste
67389	que
67389	jusqu'
67389	à
67389	présent
67389	personne
67389	n'
67389	a
67389	encore
67389	réussi
67389	à
67389	expliquer
67389	pourquoi
67389	certains
67389	de
67389	ces
67389	neurones
67389	de
67389	l'
67389	hippocampe
67389	sont
67389	actifs
67389	dans
67389	un
67389	environnement
67389	donné
67389	alors
67389	que
67389	la
67389	majorité
67389	d'
67389	entre
67389	eux
67389	reste
67389	silencieux
67389	dans
67389	un
67389	environnement
67389	identique
67389	D'
67389	où
67389	l'
67389	importance
67389	des
67389	travaux
67389	menés
67389	par
67389	Jérôme
67389	Epsztein
67389	et
67389	ses
67389	collaborateurs
67389	des
67389	travaux
67389	qui
67389	les
67389	ont
67389	conduit
67389	à
67389	développer
67389	une
67389	nouvelle
67389	technique
67389	permettant
67389	d'
67389	enregistrer
67389	in
67389	vivo
67389	l'
67389	activité
67389	intracellulaire
67389	des
67389	cellules
67389	de
67389	lieu
67389	chez
67389	le
67389	rat
67389	pendant
67389	que
67389	celui
67389	ci
67389	explore
67389	son
67389	espace
67389	environnant
67389	Très
67389	sensible
67389	cette
67389	technique
67389	permet
67389	non
67389	seulement
67389	d'
67389	enregistrer
67389	les
67389	messages
67389	envoyés
67389	par
67389	les
67389	cellules
67389	comme
67389	le
67389	font
67389	déjà
67389	les
67389	techniques
67389	classiques
67389	mais
67389	également
67389	les
67389	messages
67389	reçus
67389	par
67389	les
67389	neurones
67389	ainsi
67389	que
67389	des
67389	propriétés
67389	intrinsèques
67389	fondamentales
67389	des
67389	neurones
67389	Ainsi
67389	grâce
67389	à
67389	cette
67389	technique
67389	les
67389	chercheurs
67389	ont
67389	pu
67389	comparer
67389	très
67389	précisément
67389	les
67389	propriétés
67389	des
67389	cellules
67389	dites
67389	de
67389	lieu
67389	de
67389	celles
67389	dites
67389	silencieuses
67389	alors
67389	que
67389	l'
67389	animal
67389	explorait
67389	un
67389	environnement
67389	pour
67389	la
67389	première
67389	fois
67389	et
67389	apprenait
67389	donc
67389	à
67389	s'
67389	y
67389	repérer
67389	Les
67389	enregistrements
67389	ainsi
67389	effectués
67389	ont
67389	permis
67389	de
67389	mettre
67389	en
67389	évidence
67389	comme
67389	les
67389	chercheurs
67389	le
67389	supposaient
67389	que
67389	les
67389	cellules
67389	de
67389	lieu
67389	reçoivent
67389	davantage
67389	de
67389	messages
67389	excitateurs
67389	que
67389	les
67389	celllules
67389	silencieuses
67389	dans
67389	un
67389	environnement
67389	donné
67389	Parallèlement
67389	les
67389	chercheurs
67389	ont
67389	observé
67389	que
67389	les
67389	cellules
67389	de
67389	lieu
67389	présentent
67389	des
67389	propriétés
67389	intrinsèques
67389	différentes
67389	des
67389	cellules
67389	silencieuses
67389	qui
67389	facilitent
67389	leur
67389	réponse
67389	à
67389	un
67389	stimulus
67389	donné
67389	Plus
67389	surprenant
67389	ces
67389	différences
67389	de
67389	propriétés
67389	intrinsèques
67389	ont
67389	pu
67389	être
67389	observées
67389	avant
67389	même
67389	que
67389	l'
67389	animal
67389	ne
67389	soit
67389	confronté
67389	à
67389	une
67389	nouvelle
67389	expérience
67389	à
67389	mémoriser
67389	Jérôme
67389	Epsetein
67389	pense
67389	que
67389	certains
67389	cellules
67389	de
67389	l'
67389	hippocampe
67389	seraient
67389	prédisposées
67389	à
67389	cartographier
67389	et
67389	potentiellement
67389	à
67389	mémoriser
67389	le
67389	prochain
67389	environnement
67389	exploré
67389	Reste
67389	que
67389	le
67389	cerveau
67389	complexe
67389	et
67389	plastique
67389	se
67389	réorganise
67389	à
67389	chaque
67389	instant
67389	en
67389	fonction
67389	des
67389	sollicitations
67389	qu'
67389	il
67389	reçoit
67389	Nos
